station,date,time,temp,dewp,stp,slp,visib,wdsp,prcp,sndp,cldc,wnddir,frost,rain,snow,hail,thunder,tornado
42200,2019-01-23,13:11:59,-9.7699995,1004.08704,1002.5921,30.170004,22.243336,0.029999979,10.7000065,67.653336,-6.436665,315,true,true,true,false,false,false,
104740,2019-01-23,13:11:59,-4.3750024,1018.69006,1020.5989,3.993334,7.806667,0.029999979,0.0,52.955,-1.9533337,13,true,true,false,false,false,false,
160840,2019-01-23,13:11:59,-3.2400005,999.44464,1009.58356,5.613333,6.485002,0.009999995,0.0,91.906624,-0.25500003,326,true,true,false,false,false,false,
727140,2019-01-23,13:11:59,-33.91998,999.9501,1018.74994,20.178335,23.54167,0.07999996,40.6,57.976677,-28.868317,132,true,true,true,false,false,false,
20890,2019-01-23,13:11:59,-3.3450003,986.95984,997.20636,38.333332,23.66667,0.029999979,0.0,52.61668,-1.5599993,107,true,true,false,false,false,false,
146540,2019-01-23,13:11:59,-11.639997,952.26,1035.1234,12.863337,7.7100024,0.03999998,3.3999984,58.678333,-4.3033323,15,true,true,true,false,false,false,
547140,2019-01-23,13:11:59,-13.913339,1029.7046,1028.5,12.973329,4.808335,0.009999995,0.0,85.50497,-5.0549984,118,true,true,false,false,false,false,
766753,2019-01-23,13:11:59,-6.8,1006.40125,1014.3168,9.373331,5.65,0.27000025,0.0,53.47835,0.5,294,false,true,false,false,false,false,
601150,2019-01-23,13:11:59,-2.5799992,1018.6519,1023.3994,9.611666,8.429999,0.009999995,0.0,50.83167,3.0483336,237,false,true,false,false,false,false,
741450,2019-01-23,13:11:59,-23.260004,979.2514,1008.35675,11.840001,18.956665,0.13999997,15.299992,64.26,-21.35334,241,true,true,true,false,false,false,
30220,2019-01-23,13:11:59,-0.99999994,1010.09845,1004.5989,25.135008,21.79,0.18000004,0.09999994,76.121666,1.1266668,10,false,true,true,false,false,false,
115400,2019-01-23,13:11:59,-4.8499994,955.3018,1021.18536,17.788338,9.023335,0.0,0.0,1.6149997,-0.5,117,true,false,false,false,false,false,
128700,2019-01-23,13:11:59,-15.849999,989.9667,1019.14166,35.86833,8.299997,0.0,1.0999993,51.421658,-8.626664,314,true,false,true,false,false,false,
727135,2019-01-23,13:11:59,-16.960001,1018.3216,1016.5719,13.791662,12.739997,0.04999997,0.0,89.60501,-11.8600025,77,true,true,false,false,false,false,
285520,2019-01-23,13:11:59,-15.845003,1021.2418,1022.1713,11.213331,8.166666,0.01999999,8.100004,52.71166,-13.400006,89,true,true,true,false,false,false,
477590,2019-01-23,13:11:59,-7.4949975,1011.2078,1018.0,14.066664,19.12833,0.09999994,0.0,51.816654,-1.4450004,343,true,true,false,false,false,false,
727130,2019-01-23,13:11:59,-17.315,995.5765,1010.94104,31.419992,16.495,0.0,0.0,20.278337,-14.425008,241,true,false,false,false,false,false,
104750,2019-01-23,13:11:59,-1.0066669,1012.5868,1013.7536,4.296666,15.855,0.0,0.0,0.06833331,1.7066667,42,false,false,false,false,false,false,
488230,2019-01-23,13:11:59,6.055001,1016.1006,1016.19946,8.951666,12.890001,0.01999999,0.0,90.63498,8.893331,127,false,true,false,false,false,false,
80550,2019-01-23,13:11:59,-3.82,913.6979,916.9445,15.948334,12.503336,0.059999958,0.19999988,81.38167,-0.19999988,251,true,true,true,false,false,false,
409480,2019-01-23,13:11:59,-5.8783326,938.0632,1001.2849,7.6950016,7.334998,0.009999995,0.0,85.83831,2.715,269,false,true,false,false,false,false,
31540,2019-01-23,13:11:59,-1.2999997,1004.28033,998.68164,14.448334,11.030001,0.0,0.0,64.235016,1.0,319,false,false,false,false,false,false,
134570,2019-01-23,13:11:59,-3.895,1012.66315,1010.7145,11.568338,4.1699986,0.15000002,0.0,50.566658,1.4533336,161,false,true,false,false,false,false,
789480,2019-01-23,13:11:59,15.980005,1012.3254,1015.1006,55.67001,31.788336,0.07999996,0.0,51.145008,21.031666,256,false,true,false,false,false,false,
20870,2019-01-23,13:11:59,-5.68,1006.62683,1001.5,11.881667,10.658335,0.0,4.300002,52.023315,-4.459999,240,true,false,true,false,false,false,
313290,2019-01-23,13:11:59,-40.700012,1009.00836,1009.51654,41.84167,2.0349994,0.009999995,3.1000013,85.93502,-37.379993,299,true,true,true,false,false,false,
477560,2019-01-23,13:11:59,-4.334999,1001.2468,1020.8455,16.429998,4.301667,0.23999983,0.0,52.02332,-1.3000001,6,true,true,false,false,false,false,
216110,2019-01-23,13:11:59,-20.391659,1019.83514,1025.6173,27.655,15.416666,0.009999995,1.0,53.401672,-18.771664,120,true,true,true,false,false,false,
536460,2019-01-23,13:11:59,-16.65,925.3965,1033.5,22.335009,5.046667,0.009999995,0.0,60.47502,-8.079995,148,true,true,false,false,false,false,
535130,2019-01-23,13:11:59,-14.406659,926.25024,1033.4315,22.44167,5.4716663,0.01999999,0.0,55.446655,-4.548334,28,true,true,false,false,false,false,
489550,2019-01-23,13:11:59,7.0016627,1009.76654,1012.19946,25.101675,10.863333,0.0,0.0,9.824998,16.211662,130,false,false,false,false,false,false,
272250,2019-01-23,13:11:59,-7.649997,1013.30054,1017.1006,14.745004,13.643334,0.059999958,5.0,51.04834,-5.5,281,true,true,true,false,false,false,
104710,2019-01-23,13:11:59,-5.9733367,1027.7281,1024.9044,13.091664,9.273334,0.009999995,15.5,59.03833,-2.986667,227,true,true,true,false,false,false,
43500,2019-01-23,13:11:59,-3.0299988,971.192,1001.60016,26.149998,62.403328,0.0,0.0,83.866646,0.0,144,false,false,false,false,false,false,
727150,2019-01-23,13:11:59,-26.60499,986.53827,1003.5384,19.261667,17.293333,0.11000002,28.099985,61.39,-23.305002,195,true,true,true,false,false,false,
104730,2019-01-23,13:11:59,-1.1833341,1022.5982,996.9194,9.343333,9.878333,0.4300002,0.0,72.99665,0.3483332,312,false,true,false,false,false,false,
977900,2019-01-23,13:11:59,18.755001,1011.3932,1005.6006,12.063336,4.328334,0.0,0.0,38.169983,22.82833,346,false,false,false,false,false,false,
20880,2019-01-23,13:11:59,-6.539999,975.2998,993.2682,33.871662,6.5716653,0.0,1.5999991,50.193314,-5.3433323,167,true,false,true,false,false,false,
626410,2019-01-23,13:11:59,9.300002,991.11145,1016.1006,12.958335,26.76,0.0,0.0,83.04836,12.773339,139,false,false,false,false,false,false,
476240,2019-01-23,13:11:59,-10.066667,1007.04895,1014.7819,32.09166,14.146669,0.07999996,0.39999977,52.441677,-1.5999991,347,true,true,true,false,false,false,
662150,2019-01-23,13:11:59,6.539999,1014.38116,984.82654,20.984991,8.37833,0.0,0.0,96.79998,7.904996,134,false,false,false,false,false,false,
29210,2019-01-23,13:11:59,-3.616665,1004.1006,1005.78705,14.306665,19.923338,0.09000002,7.749994,96.471695,-2.038333,63,true,true,true,false,false,false,
825620,2019-01-23,13:11:59,15.855005,1000.4797,1011.53217,14.506663,6.476668,0.13999997,0.0,50.048344,19.616669,251,false,true,false,false,false,false,
171500,2019-01-23,13:11:59,-3.8333342,1021.1899,1021.5271,6.9983344,15.295007,0.03999998,0.5,61.19167,-0.225,310,true,true,true,false,false,false,
728480,2019-01-23,13:11:59,-18.62,974.54156,1001.0284,23.648327,5.3316665,0.0,14.799992,50.281666,-15.906663,135,true,false,true,false,false,false,
134590,2019-01-23,13:11:59,-9.214999,960.46124,1019.5,20.530003,17.246668,0.07999996,0.5,50.998325,-0.35666654,100,true,true,true,false,false,false,
710349,2019-01-23,13:11:59,-29.641684,1007.6087,1009.3962,25.36501,29.733335,0.0,0.0,83.861664,-25.086658,153,true,false,false,false,false,false,
478870,2019-01-23,13:11:59,-5.6733346,1018.4445,1020.22107,21.069996,8.328335,0.09000002,0.0,50.993305,1.5533327,259,false,true,false,false,false,false,
477540,2019-01-23,13:11:59,-4.08,1021.97974,1022.7701,20.091667,18.141665,0.44883355,0.0,50.865,2.103333,291,false,true,false,false,false,false,
710348,2019-01-23,13:11:59,-6.166665,1016.01,1011.72485,40.393337,26.853336,0.0,0.0,0.27333325,1.1966662,264,false,false,false,false,false,false,
710347,2019-01-23,13:11:59,-19.01999,1012.0399,1010.7366,32.415,17.631662,0.0,0.0,16.608334,-15.419997,263,true,false,false,false,false,false,
579570,2019-01-23,13:11:59,-1.3583325,1009.3019,1023.9078,8.819999,10.873332,0.09000002,0.0,51.604996,3.6033347,322,false,true,false,false,false,false,
24410,2019-01-23,13:11:59,-7.5883365,983.24994,1010.0335,26.948334,12.293332,0.0,0.0,81.408325,-5.8350005,92,true,false,false,false,false,false,
592540,2019-01-23,13:11:59,1.4699994,1025.6082,1021.5,12.559999,4.0316653,0.22000004,0.0,50.506676,5.7950006,117,false,true,false,false,false,false,
723663,2019-01-23,13:11:59,-11.264998,986.0989,990.92175,12.541662,9.905002,0.0,0.0,33.899998,-8.320002,155,true,false,false,false,false,false,
25740,2019-01-23,13:11:59,-7.298333,1016.01184,1020.30054,31.251673,6.7966623,0.009999995,0.0,88.36999,-4.7349997,10,true,true,false,false,false,false,
722332,2019-01-23,13:11:59,-32.92502,1003.4035,1000.1386,16.664995,8.004999,0.0,0.0,82.33503,-28.773325,247,true,false,false,false,false,false,
216130,2019-01-23,13:11:59,-15.263334,1033.9154,1027.8005,24.704994,13.626666,0.0,0.0,55.54835,-13.189992,7,true,false,false,false,false,false,
72050,2019-01-23,13:11:59,0.4200002,1015.1603,1018.3495,12.369998,12.094999,0.23999983,0.0,50.380005,2.2233338,270,false,true,false,false,false,false,
722334,2019-01-23,13:11:59,7.655002,1011.0465,1002.5316,7.854997,13.138335,0.0,0.0,46.52333,7.920004,234,false,false,false,false,false,false,
723658,2019-01-23,13:11:59,-8.463332,974.8583,1019.32654,33.70334,9.3583355,0.009999995,0.19999988,53.463333,-3.630001,271,true,true,true,false,false,false,
724988,2019-01-23,13:11:59,-16.37333,1027.4484,1016.5,14.586668,7.5666676,0.0,0.0,21.559992,-10.940004,34,true,false,false,false,false,false,
466890,2019-01-23,13:11:59,1.2200005,1019.1006,1022.80054,10.921668,31.753334,0.029999979,0.0,62.20834,4.6200004,325,false,true,false,false,false,false,
488200,2019-01-23,13:11:59,3.0283332,1015.7772,1016.0,11.531667,1.8733333,0.009999995,0.0,53.00169,6.5583353,348,false,true,false,false,false,false,
710356,2019-01-23,13:11:59,-20.233341,993.0773,1017.94696,19.109997,6.4966674,0.0,0.0,95.7417,-17.07667,124,true,false,false,false,false,false,
477550,2019-01-23,13:11:59,-4.270002,1020.1668,1020.19946,21.726671,17.623333,0.18999991,0.09999994,50.373356,2.19,18,false,true,true,false,false,false,
104790,2019-01-23,13:11:59,-5.1666636,1020.80975,1017.8411,4.7766666,23.026665,0.069999985,0.19999988,50.46333,-1.641666,282,true,true,true,false,false,false,
411700,2019-01-23,13:11:59,0.055000015,1017.8432,1019.30054,10.350001,10.836668,0.03999998,0.0,50.70667,6.019997,50,false,true,false,false,false,false,
722320,2019-01-23,13:11:59,3.4250002,1019.6682,1019.80054,15.796662,18.111666,0.13000008,0.0,50.673332,6.9750037,304,false,true,false,false,false,false,
723650,2019-01-23,13:11:59,-10.646663,852.8005,1018.80054,65.48668,9.036668,0.0,0.09999994,66.84166,-1.0900002,48,true,false,true,false,false,false,
838990,2019-01-23,13:11:59,15.626672,1008.55237,1012.69946,14.00667,13.931665,0.11000002,0.0,52.083332,18.65,26,false,true,false,false,false,false,
722324,2019-01-23,13:11:59,-3.1683323,994.8018,978.5099,12.306667,6.846664,0.0,0.0,51.854984,-0.39999977,27,true,false,false,false,false,false,
723656,2019-01-23,13:11:59,-11.403332,955.138,1007.74664,49.461662,14.871668,0.009999995,0.0,93.36665,-2.705001,221,true,true,false,false,false,false,
723654,2019-01-23,13:11:59,-12.668334,997.6186,958.42847,12.223331,0.1883334,0.0,0.0,88.06335,-0.6000001,297,true,false,false,false,false,false,
875930,2019-01-23,13:11:59,9.320002,1006.24866,1012.9884,12.963334,5.578331,0.0,0.0,56.161694,13.513334,126,false,false,false,false,false,false,
722317,2019-01-23,13:11:59,0.35999995,1016.69946,1020.19946,15.266664,15.053328,0.18000004,0.0,50.461662,5.8266683,263,false,true,false,false,false,false,
722315,2019-01-23,13:11:59,4.1450005,1021.79865,1019.7012,16.600002,15.3966675,0.23999983,0.0,50.88667,9.175,217,false,true,false,false,false,false,
722316,2019-01-23,13:11:59,2.204999,1019.3994,1019.7366,9.99667,4.3116674,0.15999992,0.0,99.62339,6.7500005,317,false,true,false,false,false,false,
722319,2019-01-23,13:11:59,6.7116666,996.5367,1004.1796,3.81,9.316663,0.0,0.0,50.071663,7.0033336,202,false,false,false,false,false,false,
25750,2019-01-23,13:11:59,-3.3599992,1014.8617,1015.33,29.160007,24.418333,0.0,0.0,18.298336,-0.35333318,144,true,false,false,false,false,false,
37720,2019-01-23,13:11:59,-1.2899997,1021.8994,1018.5,8.466665,13.411666,0.07999996,0.09999994,68.03166,1.0999993,98,false,true,true,false,false,false,
621610,2019-01-23,13:11:59,0.21333331,1019.69946,1015.0,23.105007,8.746668,0.0,0.0,37.19665,6.4300003,136,false,false,false,false,false,false,
85360,2019-01-23,13:11:59,-0.35166672,1008.24304,1008.8498,12.003337,11.776668,0.01999999,0.0,51.783325,3.4299996,57,false,true,false,false,false,false,
60090,2019-01-23,13:11:59,-2.303333,996.77527,1009.3083,16.688332,30.394997,0.17000005,0.0,72.021706,2.2500002,355,false,true,false,false,false,false,
284280,2019-01-23,13:11:59,-13.905003,1013.5033,1021.3699,20.276665,10.294999,0.009999995,17.900011,61.060005,-11.669996,81,true,true,true,false,false,false,
103430,2019-01-23,13:11:59,-2.2666667,1008.5,1012.4065,8.444999,7.3916683,0.029999979,0.09999994,52.189987,-0.14333327,159,true,true,true,false,false,false,
153730,2019-01-23,13:11:59,-6.2733316,997.3038,1017.0166,4.3600006,2.3150008,0.0,0.0,84.19667,-5.609998,144,true,false,false,false,false,false,
722350,2019-01-23,13:11:59,-3.4716685,1008.15295,1020.5033,21.124998,15.978333,0.19999988,0.0,67.338326,1.5483328,193,false,true,false,false,false,false,
231790,2019-01-23,13:11:59,-23.568329,1013.3715,1018.5,4.6166654,11.785002,0.0,50.5,51.481678,-19.949999,77,true,false,true,false,false,false,
104760,2019-01-23,13:11:59,-3.8383324,1008.87103,1019.9983,10.018332,14.41667,0.009999995,0.19999988,64.30998,-1.6500001,258,true,true,true,false,false,false,
722354,2019-01-23,13:11:59,-7.040001,1016.0749,1025.3005,14.468337,15.4833355,0.17000005,0.0,56.55502,-0.5,120,true,true,false,false,false,false,
722351,2019-01-23,13:11:59,2.7150004,1013.4549,971.2601,12.205001,17.446667,0.0,0.0,36.604992,2.9433324,357,false,false,false,false,false,false,
25720,2019-01-23,13:11:59,-6.7699995,992.4967,1007.1168,13.443332,3.200001,0.0,0.0,53.396664,-2.4450002,111,true,false,false,false,false,false,
722357,2019-01-23,13:11:59,-5.9199986,981.8054,983.56,10.993332,7.4449997,0.0,0.0,99.21829,0.0,85,false,false,false,false,false,false,
722358,2019-01-23,13:11:59,-0.36000004,1016.4465,1020.1006,12.980002,9.253335,0.37999982,0.0,95.07002,4.036668,39,false,true,false,false,false,false,
722356,2019-01-23,13:11:59,-3.013333,1007.3103,1010.51666,19.970007,8.574998,0.009999995,0.0,52.386692,2.139999,253,false,true,false,false,false,false,
72070,2019-01-23,13:11:59,1.0450004,1010.5649,1017.8021,10.586669,28.393332,0.18000004,0.0,98.875015,2.383332,1,false,true,false,false,false,false,
610960,2019-01-23,13:11:59,-15.293334,973.8995,1012.3994,7.4249988,0.24999999,0.0,0.0,60.23498,10.323335,180,false,false,false,false,false,false,
722348,2019-01-23,13:11:59,-10.025006,995.3994,997.1883,13.306663,11.818333,0.0,0.0,3.170001,-2.1999986,250,true,false,false,false,false,false,
381410,2019-01-23,13:11:59,-16.305,1011.0,1028.3005,23.400003,10.361664,0.0,2.3000014,74.523346,-11.216662,49,true,false,true,false,false,false,
325240,2019-01-23,13:11:59,-11.740003,1023.12976,996.63214,31.16333,15.3983345,0.0,0.0,93.956696,-7.6099954,150,true,false,false,false,false,false,
12410,2019-01-23,13:11:59,-4.2016664,1002.9797,1006.3994,13.244998,30.270002,0.13999997,2.5,94.21671,-0.8533337,303,true,true,true,false,false,false,
381413,2019-01-23,13:11:59,-13.516666,984.6866,1016.69476,3.3166666,6.208333,0.0,0.0,77.53,-11.545003,197,true,false,false,false,false,false,
381412,2019-01-23,13:11:59,-5.1749997,1002.5916,1011.91174,8.57667,6.716663,0.0,0.0,45.113316,1.193334,195,true,false,false,false,false,false,
381411,2019-01-23,13:11:59,-12.381672,1008.9265,1041.1686,7.5750012,31.608332,0.0,0.0,78.43331,-10.355002,69,true,false,false,false,false,false,
381417,2019-01-23,13:11:59,-9.330004,1011.69946,990.4783,3.806667,4.681669,0.0,0.0,20.163324,-8.706665,297,true,false,false,false,false,false,
381415,2019-01-23,13:11:59,-13.858336,990.10333,985.6005,2.5150003,9.735001,0.0,0.0,82.38498,-12.010003,45,true,false,false,false,false,false,
85380,2019-01-23,13:11:59,5.05833,1009.6934,1018.69946,12.988329,20.636663,0.009999995,0.0,68.64334,8.658329,84,false,true,false,false,false,false,
710358,2019-01-23,13:11:59,-25.613346,1038.3384,1040.3994,66.75834,5.7800007,0.0,0.0,87.11335,-22.079996,240,true,false,false,false,false,false,
476200,2019-01-23,13:11:59,-12.4800005,924.7445,1016.43475,29.593323,9.371667,0.30000004,0.0,95.808304,-8.399997,288,true,true,false,false,false,false,
722342,2019-01-23,13:11:59,-6.189998,1007.82166,1032.5099,16.01,15.176668,0.0,0.0,18.73167,-3.3533325,291,true,false,false,false,false,false,
722343,2019-01-23,13:11:59,-10.953336,1000.617,1015.2938,5.6483355,11.968335,0.0,0.0,44.413338,-6.8666697,95,true,false,false,false,false,false,
722340,2019-01-23,13:11:59,-4.206668,1011.7113,1019.74475,12.095,12.741666,0.23999983,0.0,50.813347,1.0999993,116,false,true,false,false,false,false,
24400,2019-01-23,13:11:59,-4.6566668,997.6,1007.6732,24.858332,11.731663,0.01999999,0.0,50.89834,-2.1616673,13,true,true,false,false,false,false,
722346,2019-01-23,13:11:59,-14.033335,981.41986,994.1801,5.3149996,17.261665,0.0,0.0,83.02334,-9.808334,26,true,false,false,false,false,false,
722347,2019-01-23,13:11:59,3.738334,1005.88293,1023.79675,39.59667,11.156665,0.029999979,0.0,50.15332,8.466672,218,false,true,false,false,false,false,
723677,2019-01-23,13:11:59,-12.135007,922.67505,1014.85,34.448338,20.611668,0.0,0.09999994,50.19167,-2.9416656,84,true,false,true,false,false,false,
723676,2019-01-23,13:11:59,-11.678329,910.0,992.65796,37.62833,9.073334,0.0,0.09999994,71.266655,-2.0499995,200,true,false,true,false,false,false,
964650,2019-01-23,13:11:59,7.3416705,1008.0,1009.9684,23.428337,9.425,0.3100001,0.0,51.949997,10.595005,333,false,true,false,false,false,false,
