station,date,time,temp,dewp,stp,slp,visib,wdsp,prcp,sndp,cldc,wnddir,frost,rain,snow,hail,thunder,tornado
722316,2019-01-23,13:11:59,2.204999,1019.3994,1019.7366,9.99667,4.3116674,0.15999992,0.0,99.62339,6.7500005,317,false,true,false,false,false,false,
722319,2019-01-23,13:11:59,6.7116666,996.5367,1004.1796,3.81,9.316663,0.0,0.0,50.071663,7.0033336,202,false,false,false,false,false,false,
722350,2019-01-23,13:11:59,-3.4716685,1008.15295,1020.5033,21.124998,15.978333,0.19999988,0.0,67.338326,1.5483328,193,false,true,false,false,false,false,
722354,2019-01-23,13:11:59,-7.040001,1016.0749,1025.3005,14.468337,15.4833355,0.17000005,0.0,56.55502,-0.5,120,true,true,false,false,false,false,
722351,2019-01-23,13:11:59,2.7150004,1013.4549,971.2601,12.205001,17.446667,0.0,0.0,36.604992,2.9433324,357,false,false,false,false,false,false,
722357,2019-01-23,13:11:59,-5.9199986,981.8054,983.56,10.993332,7.4449997,0.0,0.0,99.21829,0.0,85,false,false,false,false,false,false,
722358,2019-01-23,13:11:59,-0.36000004,1016.4465,1020.1006,12.980002,9.253335,0.37999982,0.0,95.07002,4.036668,39,false,true,false,false,false,false,
722356,2019-01-23,13:11:59,-3.013333,1007.3103,1010.51666,19.970007,8.574998,0.009999995,0.0,52.386692,2.139999,253,false,true,false,false,false,false,
722348,2019-01-23,13:11:59,-10.025006,995.3994,997.1883,13.306663,11.818333,0.0,0.0,3.170001,-2.1999986,250,true,false,false,false,false,false,
722342,2019-01-23,13:11:59,-6.189998,1007.82166,1032.5099,16.01,15.176668,0.0,0.0,18.73167,-3.3533325,291,true,false,false,false,false,false,
722343,2019-01-23,13:11:59,-10.953336,1000.617,1015.2938,5.6483355,11.968335,0.0,0.0,44.413338,-6.8666697,95,true,false,false,false,false,false,
722340,2019-01-23,13:11:59,-4.206668,1011.7113,1019.74475,12.095,12.741666,0.23999983,0.0,50.813347,1.0999993,116,false,true,false,false,false,false,
722346,2019-01-23,13:11:59,-14.033335,981.41986,994.1801,5.3149996,17.261665,0.0,0.0,83.02334,-9.808334,26,true,false,false,false,false,false,
722347,2019-01-23,13:11:59,3.738334,1005.88293,1023.79675,39.59667,11.156665,0.029999979,0.0,50.15332,8.466672,218,false,true,false,false,false,false,
723677,2019-01-23,13:11:59,-12.135007,922.67505,1014.85,34.448338,20.611668,0.0,0.09999994,50.19167,-2.9416656,84,true,false,true,false,false,false,
723676,2019-01-23,13:11:59,-11.678329,910.0,992.65796,37.62833,9.073334,0.0,0.09999994,71.266655,-2.0499995,200,true,false,true,false,false,false,
722345,2019-01-23,13:11:59,-4.676666,1009.6962,1019.73505,7.789998,0.76666653,0.27000025,0.0,90.92665,1.5466663,260,false,true,false,false,false,false,
722338,2019-01-23,13:11:59,5.4999986,993.7267,988.0484,3.9283347,15.8566675,0.0,0.0,48.363323,6.979999,150,false,false,false,false,false,false,
724946,2019-01-23,13:11:59,-2.2466667,1002.6315,996.4495,25.699993,2.4366663,0.0,0.0,12.871672,2.2,93,false,false,false,false,false,false,
724945,2019-01-23,13:11:59,-1.7316664,1008.9234,1006.858,22.435,6.583335,0.01999999,0.0,51.96998,3.9350019,265,false,true,false,false,false,false,
724940,2019-01-23,13:11:59,-1.2200001,1021.59863,1021.8994,21.238335,16.323334,0.4300002,0.0,70.65001,2.7350001,263,false,true,false,false,false,false,
724936,2019-01-23,13:11:59,-1.7500004,1017.0806,1018.30054,13.601667,12.543332,0.04999997,0.0,50.18331,2.5033333,147,false,true,false,false,false,false,
723604,2019-01-23,13:11:59,-10.446667,1017.46204,1019.80054,31.376657,15.429999,0.0,0.0,87.960014,-0.7000004,355,true,false,false,false,false,false,
724935,2019-01-23,13:11:59,-1.0499997,1012.42664,1018.0638,23.80667,11.10667,0.029999979,0.0,50.97833,3.9133344,17,false,true,false,false,false,false,
724938,2019-01-23,13:11:59,-4.026666,998.7499,1005.87634,28.970001,15.081669,0.0,0.0,16.79333,2.606667,145,false,false,false,false,false,false,
724937,2019-01-23,13:11:59,-1.8,1001.52344,994.24524,23.261665,19.88333,0.0,0.0,23.403343,2.749999,186,false,false,false,false,false,false,
722310,2019-01-23,13:11:59,2.704999,1019.6006,1020.0,12.979998,11.419999,0.19999988,0.0,50.39833,7.144999,343,false,true,false,false,false,false,
724970,2019-01-23,13:11:59,0.17333339,979.8234,1007.0017,15.440001,20.72333,0.0,0.0,97.77664,3.4450018,34,false,false,false,false,false,false,
724975,2019-01-23,13:11:59,-5.3333364,986.9199,974.4535,14.596667,9.098334,0.0,0.0,51.541676,-1.0,72,true,false,false,false,false,false,
722314,2019-01-23,13:11:59,2.2166655,1006.05176,1023.30054,16.689997,7.698335,0.0,0.0,53.738323,6.6666646,288,false,false,false,false,false,false,
723635,2019-01-23,13:11:59,-12.4333315,1023.50305,1023.3021,16.524998,15.131666,0.0,0.0,34.77335,-2.6999984,220,true,false,false,false,false,false,
723630,2019-01-23,13:11:59,-12.66334,902.5853,1017.10895,21.213339,25.331669,0.009999995,0.7000004,94.758354,-3.800002,309,true,true,true,false,false,false,
722300,2019-01-23,13:11:59,-3.9133317,1005.54126,1022.6038,13.123332,18.714998,0.3500002,0.0,50.65167,2.4483333,301,false,true,false,false,false,false,
723627,2019-01-23,13:11:59,-13.078339,850.8765,1022.75836,23.653326,9.113334,0.01999999,0.39999977,73.376656,-7.2200003,92,true,true,true,false,false,false,
724957,2019-01-23,13:11:59,-2.3200006,1014.6581,1008.0616,8.121668,14.316666,0.18999991,0.0,91.00834,1.2933335,314,false,true,false,false,false,false,
723626,2019-01-23,13:11:59,-0.70000005,999.2083,1015.47687,15.436669,3.0899997,0.0,0.0,13.388333,1.953334,164,false,false,false,false,false,false,
724956,2019-01-23,13:11:59,0.1,1021.30054,1019.30054,17.548334,11.82833,0.0,0.0,13.87667,3.1,90,false,false,false,false,false,false,
723625,2019-01-23,13:11:59,-9.060003,1008.6765,1013.53326,81.76501,22.586664,0.0,0.0,76.251686,-0.90000045,239,true,false,false,false,false,false,
724955,2019-01-23,13:11:59,-1.6399996,1022.675,1019.8728,8.901664,16.223335,0.26000017,0.0,51.686665,1.7899997,243,false,true,false,false,false,false,
723629,2019-01-23,13:11:59,2.6350007,994.7067,996.18353,15.213334,9.348331,0.0,0.0,52.16833,5.9500012,66,false,false,false,false,false,false,
723628,2019-01-23,13:11:59,-1.4799993,990.28986,988.4469,6.539998,4.0733323,0.0,0.0,53.148323,-1.2000002,102,true,false,false,false,false,false,
745056,2019-01-23,13:11:59,-8.749999,1018.04504,1018.69946,14.8966675,4.446665,0.0,0.0,26.076666,0.9649994,149,false,false,false,false,false,false,
745058,2019-01-23,13:11:59,-2.1199994,1022.84985,1021.3521,11.413331,1.1033332,0.09000002,0.0,51.081673,1.7133338,227,false,true,false,false,false,false,
745060,2019-01-23,13:11:59,0.10333332,1021.3994,1022.3994,8.91,9.168335,0.13999997,0.0,54.595013,4.258333,231,false,true,false,false,false,false,
745046,2019-01-23,13:11:59,-1.4200006,1025.7786,1021.81714,6.8766646,7.770002,0.13000008,0.0,90.081696,1.4066666,78,false,true,false,false,false,false,
745048,2019-01-23,13:11:59,-1.6950002,1025.8132,1022.3711,10.365,6.0733347,0.15000002,0.0,56.750023,2.7933323,96,false,true,false,false,false,false,
722361,2019-01-23,13:11:59,15.250001,999.5648,970.15173,11.828334,12.1516695,0.0,0.0,45.21332,16.439997,167,false,false,false,false,false,false,
722364,2019-01-23,13:11:59,-2.3466656,990.33484,1001.1006,14.563335,7.4000006,0.0,0.0,54.813335,0.0,173,false,false,false,false,false,false,
747685,2019-01-23,13:11:59,1.8333342,1009.8582,1008.6149,11.364995,11.700006,0.07999996,0.0,84.415,6.126664,319,false,true,false,false,false,false,
722362,2019-01-23,13:11:59,-4.473335,992.3601,997.5901,15.085002,10.281667,0.0,0.0,38.78834,-1.0,99,true,false,false,false,false,false,
722363,2019-01-23,13:11:59,-4.146667,1015.9983,1000.8164,15.521663,11.176667,0.0,0.0,14.688335,1.3566672,288,false,false,false,false,false,false,
747686,2019-01-23,13:11:59,4.3666644,1018.80054,1019.30054,8.420001,15.5,0.18000004,0.0,91.836624,8.179997,185,false,true,false,false,false,false,
747688,2019-01-23,13:11:59,-11.368332,1052.2317,1029.87,16.473333,25.850002,0.0,0.0,93.65003,-1.0,246,true,false,false,false,false,false,
722369,2019-01-23,13:11:59,6.330001,980.3616,987.1685,6.286667,19.353327,0.0,0.0,80.39499,6.838335,135,false,false,false,false,false,false,
722366,2019-01-23,13:11:59,5.0050025,1018.2535,1022.1006,15.77333,23.031666,0.07999996,0.0,64.17333,8.983338,189,false,true,false,false,false,false,
722359,2019-01-23,13:11:59,-3.8399978,1027.4546,1020.24347,15.94167,14.918334,0.32999995,0.0,89.378365,1.7400002,303,false,true,false,false,false,false,
722390,2019-01-23,13:11:59,-0.6333332,1023.12036,1019.5,9.183332,10.655001,0.09000002,0.0,87.17166,5.0000014,45,false,true,false,false,false,false,
703263,2019-01-23,13:11:59,-23.818335,988.0234,1009.58514,49.826668,19.773336,0.0,0.0,86.65172,-22.09,174,true,false,false,false,false,false,
703260,2019-01-23,13:11:59,-14.698333,1007.6884,1006.39484,30.73333,16.370005,0.01999999,1.8000009,54.548355,-11.550004,279,true,true,true,false,false,false,
704540,2019-01-23,13:11:59,-4.6133327,998.408,997.75,18.24333,28.601664,0.09000002,2.5,51.016685,-1.4583337,78,true,true,true,false,false,false,
703210,2019-01-23,13:11:59,-15.015008,1002.24506,999.0316,26.951668,16.17,0.04999997,15.099992,95.434975,-10.426668,12,true,true,true,false,false,false,
704545,2019-01-23,13:11:59,-4.339999,999.4817,1001.1683,18.780003,46.693333,0.0,0.0,59.859993,-1.8000009,29,true,false,false,false,false,false,
698064,2019-01-23,13:11:59,-8.449998,981.4483,1002.28156,10.133333,1.3800002,0.0,0.0,65.65,5.393335,308,false,false,false,false,false,false,
745090,2019-01-23,13:11:59,-1.7166675,1016.7785,1021.80054,15.165,3.4500008,0.09999994,0.0,81.38834,3.9400003,83,false,true,false,false,false,false,
723700,2019-01-23,13:11:59,-11.675004,976.2016,1017.5421,15.200003,14.27,0.0,0.0,97.78162,-0.54166675,119,true,false,false,false,false,false,
723721,2019-01-23,13:11:59,-9.830004,848.0,1020.6006,58.070015,12.040003,0.009999995,0.0,78.973335,-1.900001,299,true,true,false,false,false,false,
723710,2019-01-23,13:11:59,-10.421666,931.7955,1021.92145,12.938334,8.670004,0.0,0.0,10.298329,-0.54833347,224,true,false,false,false,false,false,
747750,2019-01-23,13:11:59,3.7050004,1020.8778,1020.1006,15.4866705,4.4000006,0.15000002,0.0,98.18503,8.280002,273,false,true,false,false,false,false,
723783,2019-01-23,13:11:59,-10.999996,1015.04065,1021.5,16.778334,4.910001,0.0,0.0,4.1316667,-3.290001,292,true,false,false,false,false,false,
723788,2019-01-23,13:11:59,-22.239994,1005.92816,1037.6006,58.93833,51.789993,0.0,0.0,70.625015,2.861666,284,false,false,false,false,false,false,
722447,2019-01-23,13:11:59,-3.905,1009.983,1008.57385,18.668327,9.571666,0.13999997,0.0,50.508312,2.4900002,110,false,true,false,false,false,false,
722448,2019-01-23,13:11:59,-2.8833325,1005.7135,1002.3351,14.361662,18.536663,0.13000008,0.0,53.896656,2.86,184,false,true,false,false,false,false,
747760,2019-01-23,13:11:59,10.750003,1015.9099,1018.6006,11.61667,19.656673,0.0,0.0,92.39,13.696669,126,false,false,false,false,false,false,
722445,2019-01-23,13:11:59,-1.2416664,1015.66516,1020.19946,14.188331,9.401664,0.15000002,0.0,51.743347,4.775001,192,false,true,false,false,false,false,
722446,2019-01-23,13:11:59,-1.7550002,1011.1718,1020.30054,14.174996,15.340003,0.15000002,0.0,51.65834,3.500001,84,false,true,false,false,false,false,
722444,2019-01-23,13:11:59,-0.52499986,1028.6534,1023.69946,14.343332,8.281667,0.25,0.0,59.543327,5.355,177,false,true,false,false,false,false,
722436,2019-01-23,13:11:59,2.133332,1018.15314,1017.30054,17.206665,12.743333,0.04999997,0.0,53.17667,7.340002,309,false,true,false,false,false,false,
722470,2019-01-23,13:11:59,-2.7333338,1009.93463,1014.56323,20.669994,11.771667,0.26000017,0.0,52.98498,3.3933344,342,false,true,false,false,false,false,
722479,2019-01-23,13:11:59,-6.3233333,1026.2985,1024.6119,11.715001,7.5816674,0.0,0.0,25.475006,0.7000004,12,false,false,false,false,false,false,
722469,2019-01-23,13:11:59,-15.485007,1046.9302,1031.7186,19.561668,10.774999,0.0,0.0,34.24833,-4.4033346,60,true,false,false,false,false,false,
723740,2019-01-23,13:11:59,-9.2733345,891.7501,1023.69946,26.241673,9.1033325,0.009999995,0.0,85.79001,-1.6700004,357,true,true,false,false,false,false,
722410,2019-01-23,13:11:59,1.3800007,1018.19946,1020.0,11.91667,16.578333,0.13999997,0.0,75.2,6.086668,96,false,true,false,false,false,false,
722405,2019-01-23,13:11:59,1.6783328,1018.10223,1020.19946,13.155001,20.836664,0.21000002,0.0,66.50833,6.320002,143,false,true,false,false,false,false,
722406,2019-01-23,13:11:59,1.0766664,1004.3848,1005.31714,12.294997,10.429998,0.0,0.0,44.525005,6.720001,19,false,false,false,false,false,false,
722404,2019-01-23,13:11:59,8.500003,1003.3266,1021.4234,13.511664,20.16166,0.0,0.0,53.493324,8.913339,172,false,false,false,false,false,false,
722408,2019-01-23,13:11:59,8.720002,990.6818,958.61646,0.23000002,6.166666,0.0,0.0,1.1599995,9.286667,280,false,false,false,false,false,false,
722400,2019-01-23,13:11:59,0.7799998,1019.66003,1020.6006,15.870001,10.366668,0.09999994,0.0,50.959984,5.3733354,265,false,true,false,false,false,false,
723723,2019-01-23,13:11:59,-10.606666,947.73834,1020.24634,30.42167,17.050003,0.009999995,0.09999994,67.85666,-1.3100005,243,true,true,true,false,false,false,
722430,2019-01-23,13:11:59,-1.515,1014.3994,1020.5,12.606668,7.42,0.09000002,0.0,51.37666,4.349999,275,false,true,false,false,false,false,
723761,2019-01-23,13:11:59,-0.23499997,998.6217,1018.935,9.975002,8.274999,0.0,0.0,94.91163,1.0,197,false,false,false,false,false,false,
723760,2019-01-23,13:11:59,-11.886667,830.1232,1022.9417,15.774995,12.524998,0.0,0.0,41.061657,-6.4649997,346,true,false,false,false,false,false,
722435,2019-01-23,13:11:59,1.6166657,1012.6006,1009.08875,19.570004,12.933333,0.07999996,0.0,86.2367,7.350002,224,false,true,false,false,false,false,
722427,2019-01-23,13:11:59,1.4249996,997.9399,1023.0,8.313333,12.7350025,0.0,0.0,82.2633,6.9966664,18,false,false,false,false,false,false,
723758,2019-01-23,13:11:59,-20.639996,1010.5801,1013.91644,13.260001,0.7033333,0.0,0.0,53.268333,-16.02,355,true,false,false,false,false,false,
722429,2019-01-23,13:11:59,1.5799997,1027.0322,1021.13666,18.34,16.599997,0.18999991,0.0,51.528347,7.7649994,77,false,true,false,false,false,false,
723750,2019-01-23,13:11:59,-14.55,1026.2102,1023.4666,19.508333,13.373332,0.0,0.90000045,50.13501,-5.7599993,333,true,false,true,false,false,false,
722420,2019-01-23,13:11:59,2.9916651,1021.0753,1021.69946,10.031666,19.188334,0.03999998,0.0,55.263344,9.513332,203,false,true,false,false,false,false,
723755,2019-01-23,13:11:59,-11.283336,847.6995,1018.80054,21.568336,9.698334,0.03999998,2.8000016,91.854996,-4.4433312,341,true,true,true,false,false,false,
722423,2019-01-23,13:11:59,5.9399996,1017.9231,1018.3994,14.943335,8.164999,0.0,0.0,0.24000004,9.466668,34,false,false,false,false,false,false,
723754,2019-01-23,13:11:59,-18.144999,988.0799,1016.6218,18.233335,7.531665,0.0,0.0,96.72671,-6.306666,111,true,false,false,false,false,false,
722422,2019-01-23,13:11:59,0.96666634,1008.5568,1003.0468,13.785002,16.57,0.0,0.0,44.353344,6.1416626,222,false,false,false,false,false,false,
722416,2019-01-23,13:11:59,-0.6100001,1012.7083,1023.5,14.793332,21.336668,0.01999999,0.0,57.648315,5.4416676,139,false,true,false,false,false,false,
723747,2019-01-23,13:11:59,-16.920002,999.57214,994.27527,31.569988,8.4833355,0.07999996,0.0,67.37331,-7.2583323,333,true,true,false,false,false,false,
745160,2019-01-23,13:11:59,-1.3616672,1020.3994,1020.8929,20.333334,9.68167,0.13000008,0.0,50.203342,2.3966672,195,false,true,false,false,false,false,
722499,2019-01-23,13:11:59,-4.366667,1001.1072,1007.49835,14.669997,9.354998,0.0,0.0,72.328316,1.0,344,false,false,false,false,false,false,
722480,2019-01-23,13:11:59,-4.7233324,1008.0,1019.8994,21.573336,5.648333,0.30000004,0.0,50.471684,1.0999993,254,false,true,false,false,false,false,
722485,2019-01-23,13:11:59,-1.7233325,1014.9297,1019.5,23.638338,12.239999,0.03999998,0.0,50.691654,3.3800008,314,false,true,false,false,false,false,
722486,2019-01-23,13:11:59,-2.1049993,1019.8815,1020.1006,15.831665,10.128329,0.15000002,0.0,95.85166,3.2000015,70,false,true,false,false,false,false,
722484,2019-01-23,13:11:59,-3.5666685,1024.3811,1024.3005,13.736669,8.000002,0.4899998,0.0,50.458336,1.9383339,260,false,true,false,false,false,false,
722489,2019-01-23,13:11:59,-9.834997,1033.9028,1028.6006,14.829999,16.215004,0.0,0.0,14.621661,-2.3700013,319,true,false,false,false,false,false,
722487,2019-01-23,13:11:59,-0.8849996,1018.1006,1019.50507,16.8,6.1450024,0.09999994,0.0,51.443336,4.2450004,217,false,true,false,false,false,false,
722488,2019-01-23,13:11:59,-2.366667,1020.7066,1024.8994,11.905,17.793335,0.21000002,0.0,50.684998,2.0533328,257,false,true,false,false,false,false,
747770,2019-01-23,13:11:59,3.305,1017.1006,1019.80054,11.919999,12.346667,0.09999994,0.0,50.54334,7.7066665,272,false,true,false,false,false,false,
727344,2019-01-23,13:11:59,-5.430001,993.1534,968.8634,16.363337,17.103334,0.0,0.0,33.163338,-2.951666,134,true,false,false,false,false,false,
727340,2019-01-23,13:11:59,-15.833343,988.6005,1011.20447,9.361667,13.628335,0.09999994,15.900009,91.38166,-12.906668,264,true,true,true,false,false,false,
727345,2019-01-23,13:11:59,-18.204998,990.4427,1016.0,17.888336,23.073338,0.009999995,2.099999,86.46163,-14.373338,162,true,true,true,false,false,false,
727347,2019-01-23,13:11:59,-13.199993,1013.9519,1012.2029,13.91,16.996666,0.07999996,13.599994,89.804985,-10.38667,213,true,true,true,false,false,false,
702060,2019-01-23,13:11:59,-11.874996,1004.11163,1003.94946,17.081667,43.69501,0.0,0.0,85.481674,-9.296667,257,true,false,false,false,false,false,
702070,2019-01-23,13:11:59,-6.5,994.8994,995.3994,21.195,15.618333,0.029999979,4.300002,67.471664,-3.900001,318,true,true,true,false,false,false,
703330,2019-01-23,13:11:59,-7.709998,1011.1848,1009.10547,35.954998,29.513329,0.0,0.0,5.731663,-5.3500032,351,true,false,false,false,false,false,
702000,2019-01-23,13:11:59,-19.783333,1005.84,1008.4163,15.523335,10.120001,0.04999997,13.0,98.729996,-16.67499,32,true,true,true,false,false,false,
702031,2019-01-23,13:11:59,-18.261667,1010.67126,1012.9782,20.983335,17.451666,0.0,0.0,42.561665,-14.886671,324,true,false,false,false,false,false,
723820,2019-01-23,13:11:59,-10.6466675,1013.20123,1013.3994,36.348335,15.4333315,0.0,0.0,81.390015,0.2999999,290,false,false,false,false,false,false,
723816,2019-01-23,13:11:59,-9.17833,1009.34827,1016.7633,43.541668,12.333339,0.01999999,0.0,79.72669,0.35500005,82,false,true,false,false,false,false,
723815,2019-01-23,13:11:59,-10.575001,961.6005,1019.83325,37.605,14.191667,0.0,0.0,49.609985,1.6866664,354,false,false,false,false,false,false,
726088,2019-01-23,13:11:59,-17.26834,994.365,1009.2117,16.81667,10.045,0.04999997,2.0,74.8333,-12.695002,158,true,true,true,false,false,false,
726083,2019-01-23,13:11:59,-21.949999,1021.80054,1011.9544,14.706671,9.221664,0.059999958,0.0,50.79836,-19.03666,354,true,true,false,false,false,false,
723810,2019-01-23,13:11:59,-9.074997,975.25336,1019.19946,59.115005,7.831666,0.0,0.09999994,52.748314,0.3899999,345,false,false,true,false,false,false,
723801,2019-01-23,13:11:59,-7.2716665,1015.475,1013.2166,49.05167,8.14167,0.0,0.0,89.741684,10.301666,179,false,false,false,false,false,false,
723800,2019-01-23,13:11:59,-9.464999,1031.1664,1022.9983,60.741673,32.148327,0.0,0.0,74.22997,8.259997,245,false,false,false,false,false,false,
723805,2019-01-23,13:11:59,-12.084996,1021.0148,1018.8994,26.724989,16.063334,0.0,0.0,87.80167,2.5849993,133,false,false,false,false,false,false,
722510,2019-01-23,13:11:59,3.759999,1016.7012,1019.1006,16.953335,6.6583323,0.04999997,0.0,51.23002,8.184997,202,false,true,false,false,false,false,
723840,2019-01-23,13:11:59,-2.7000008,1006.46173,1021.918,12.818338,5.6866674,0.03999998,0.0,92.66337,2.226667,286,false,true,false,false,false,false,
722505,2019-01-23,13:11:59,7.1000037,1013.3994,1014.5483,28.543324,24.543337,0.009999995,0.0,50.526653,11.255,225,false,true,false,false,false,false,
722506,2019-01-23,13:11:59,4.6599994,1021.36316,1019.7738,15.591662,15.406669,0.09000002,0.0,50.63334,10.0499935,104,false,true,false,false,false,false,
722500,2019-01-23,13:11:59,6.8949986,1017.4967,1018.30054,11.108336,17.424995,0.03999998,0.0,63.641666,10.825003,150,false,true,false,false,false,false,
723830,2019-01-23,13:11:59,-10.350001,912.0399,1019.3994,14.381666,20.756666,0.009999995,0.0,50.74833,1.4,38,false,true,false,false,false,false,
723825,2019-01-23,13:11:59,-9.285003,961.1005,1019.1006,33.37667,11.460001,0.029999979,0.0,50.20335,0.9966664,169,false,true,false,false,false,false,
726055,2019-01-23,13:11:59,-12.310001,1013.4027,1013.2819,26.389994,11.086668,0.15999992,7.0,86.995026,-6.949999,180,true,true,true,false,false,false,
726056,2019-01-23,13:11:59,-15.180004,1011.7629,1011.8021,10.826664,4.0866675,0.0,0.0,5.5016665,-9.560002,249,true,false,false,false,false,false,
726050,2019-01-23,13:11:59,-17.049994,1000.19946,1014.8577,16.281668,13.7733345,0.13999997,6.6583376,50.869995,-12.378339,268,true,true,true,false,false,false,
727370,2019-01-23,13:11:59,-16.749992,960.685,1018.1868,14.316664,12.023332,0.0,0.5,51.87,-14.64667,28,true,false,true,false,false,false,
726040,2019-01-23,13:11:59,-20.288334,984.9866,997.1519,27.110003,12.408335,0.15999992,4.300002,51.52166,-15.341665,71,true,true,true,false,false,false,
726071,2019-01-23,13:11:59,-15.55833,1006.5956,1014.3994,15.854996,13.606666,0.15000002,9.7999935,73.48,-10.92,263,true,true,true,false,false,false,
726060,2019-01-23,13:11:59,-17.23999,1013.127,1013.3697,17.49333,7.3533335,0.22999981,7.2000036,52.12502,-11.340003,352,true,true,true,false,false,false,
722570,2019-01-23,13:11:59,-2.2500002,994.1433,1019.8997,16.851665,18.083334,0.0,0.0,33.488335,4.4066677,235,false,false,false,false,false,false,
722577,2019-01-23,13:11:59,-4.04,998.6151,999.3498,23.544996,15.089999,0.0,0.0,49.426674,3.0550008,158,false,false,false,false,false,false,
722575,2019-01-23,13:11:59,-4.501666,1000.49005,993.6733,21.015009,24.909998,0.0,0.0,63.52332,3.550001,212,false,false,false,false,false,false,
722576,2019-01-23,13:11:59,-3.3216665,1005.0,1020.569,18.24999,10.579998,0.029999979,0.0,51.928326,3.4966667,195,false,true,false,false,false,false,
723890,2019-01-23,13:11:59,-2.0000002,1009.0,1021.30054,21.358334,6.723334,0.069999985,0.0,66.38501,1.5233331,208,false,true,false,false,false,false,
747880,2019-01-23,13:11:59,7.009998,1018.6978,1019.6006,18.52,5.2166667,0.18999991,0.0,63.150017,11.616671,308,false,true,false,false,false,false,
722560,2019-01-23,13:11:59,-3.5416675,1002.8236,1020.0,19.96,13.758333,0.13000008,0.0,51.828354,2.0566661,86,false,true,false,false,false,false,
723898,2019-01-23,13:11:59,-2.0133328,1010.38995,1021.10895,9.778331,6.5950017,0.009999995,0.0,75.57331,1.3166671,198,false,true,false,false,false,false,
